drug,gene_name,mechanism,esm_lr_auroc,rank,total_genes,percentile,imputed_esm_lr_auroc,imputed_rank,imputed_total_genes,onehot_determinant,onehot_auroc,esm_minus_onehot,imputed_minus_onehot,prevalence,n_pos
ertapenem,ompK35,mutation,0.5799264887571041,1475,2845,48.18980667838313,0.7644051600573339,89,2848,Omp (mutations),0.8339712785755949,-0.2540447898184909,-0.069566118518261,0.5509227614490773,380
ertapenem,blaSHV-1,acquired,0.505702858835728,2553,2845,10.298769771528992,0.4984745068596,2781,2848,Bla Carb (acquired),0.9784922641037748,-0.4727894052680468,-0.4800177572441748,0.1660970608339029,157
ertapenem,blaKPC-2,acquired,0.5,2636,2845,7.3813708260105475,0.6213011626055104,1059,2848,Bla Carb (acquired),0.9784922641037748,-0.47849226410377477,-0.3571911014982644,0.1585782638414217,230
ertapenem,blaCTX-M-15,acquired,0.4989501312335958,2674,2845,6.045694200351493,0.5339066730371078,2184,2848,Bla Carb (acquired),0.9784922641037748,-0.479542132870179,-0.44458559106666695,0.4313055365686944,381
ertapenem,blaOXA-48,acquired,0.4979550102249489,2733,2845,3.971880492091384,0.5797795372329534,1484,2848,Bla Carb (acquired),0.9784922641037748,-0.48053725387882584,-0.3987127268708214,0.1134654818865345,163
ertapenem,blaSHV-28,acquired,0.4975903614457831,2743,2845,3.6203866432337417,0.506453484403795,2636,2848,Bla Carb (acquired),0.9784922641037748,-0.48090190265799165,-0.47203877969997976,0.1613123718386876,166
ertapenem,blaSHV-11,acquired,0.4961783439490446,2769,2845,2.706502636203867,0.5209280367665461,2440,2848,Bla Carb (acquired),0.9784922641037748,-0.4823139201547302,-0.4575642273372287,0.3397129186602871,340
ertapenem,blaTEM-1,acquired,0.4961733062998885,2770,2845,2.671353251318098,0.4876788842627352,2840,2848,Bla Carb (acquired),0.9784922641037748,-0.4823189578038863,-0.49081337984103957,0.4777853725222146,462
ertapenem,blaOXA-1,acquired,0.494879936078052,2786,2845,2.108963093145866,0.4809876458944782,2845,2848,Bla Carb (acquired),0.9784922641037748,-0.4836123280257228,-0.4975046182092966,0.3137388926862611,301
ertapenem,blaOXA-9,acquired,0.4080924855491329,2842,2845,0.14059753954305254,0.673128114121903,607,2848,Bla Carb (acquired),0.9784922641037748,-0.5703997785546419,-0.3053641499818718,0.2433356117566643,346
gentamicin,aac(6')-Ib,acquired,0.6225098871230305,1053,2814,62.61549395877755,0.6649525926598013,573,2814,AGly (acquired),0.9707954683145522,-0.34828558119152175,-0.3058428756547509,0.472,607
gentamicin,aadA2,acquired,0.5226854219948849,2289,2814,18.692253020611226,0.520412375810915,2415,2814,AGly (acquired),0.9707954683145522,-0.44811004631966733,-0.4503830925036372,0.2,170
gentamicin,aph(6)-Id,acquired,0.515726461038961,2438,2814,13.397299218194735,0.7152497391462143,234,2814,AGly (acquired),0.9707954683145522,-0.4550690072755912,-0.25554572916833795,0.382,588
gentamicin,aph(3'')-Ib,acquired,0.5083135739586078,2538,2814,9.843638948116562,0.71008143174704,258,2814,AGly (acquired),0.9707954683145522,-0.46248189435594445,-0.26071403656751224,0.378,579
gentamicin,aph(3')-Ia,acquired,0.4930289299407459,2799,2814,0.5685856432125047,0.518411740688654,2463,2814,AGly (acquired),0.9707954683145522,-0.47776653837380634,-0.4523837276258982,0.1325,114
gentamicin,aadA1,acquired,0.4672002510985562,2813,2814,0.0710732054015617,0.5686068139545435,1579,2814,AGly (acquired),0.9707954683145522,-0.5035952172159961,-0.4021886543600087,0.1065,177
gentamicin,aac(3)-IIe,acquired,0.2312684365781711,2814,2814,0.03553660270078085,0.793901692147167,1,2814,AGly (acquired),0.9707954683145522,-0.7395270317363811,-0.17689377616738522,0.284,565
imipenem,ampC,mutation,0.7515753102752006,347,2788,87.58967001434719,0.7154785469569851,593,2789,Omp (mutations),0.7995208333333333,-0.04794552305813271,-0.08404228637634825,0.414560770156438,406
imipenem,ampH,mutation,0.7298204003555281,543,2788,80.55954088952655,0.7332799400886189,443,2789,Omp (mutations),0.7995208333333333,-0.06970043297780526,-0.0662408932447145,0.957280385078219,687
imipenem,ompK36,mutation,0.6831769175813471,835,2788,70.08608321377332,0.5892149912869267,1319,2789,Omp (mutations),0.7995208333333333,-0.11634391575198622,-0.21030584204640668,0.3182912154031287,173
imipenem,ompK37,mutation,0.6488605042790704,990,2788,64.52654232424678,0.6568425229988334,927,2789,Omp (mutations),0.7995208333333333,-0.15066032905426296,-0.14267831033449996,0.9464500601684718,684
imipenem,ompK35,mutation,0.5246477740607308,1912,2788,31.456241032998566,0.6994885769926854,713,2789,Omp (mutations),0.7995208333333333,-0.2748730592726025,-0.10003225634064794,0.3922984356197352,116
imipenem,blaCTX-M-15,acquired,0.4996621621621622,2599,2788,6.814921090387371,0.6334892458750918,1045,2789,Bla Carb (acquired),0.943435546875,-0.4437733847128378,-0.30994630099990816,0.5096269554753309,255
imipenem,blaOXA-9,acquired,0.4992717086834734,2625,2788,5.882352941176472,0.7768693102990288,98,2789,Bla Carb (acquired),0.943435546875,-0.44416383819152655,-0.16656623657597114,0.2809867629362214,425
imipenem,blaSHV-12,acquired,0.4974025974025974,2723,2788,2.3672883787661414,0.564173506175961,1512,2789,Bla Carb (acquired),0.943435546875,-0.4460329494724026,-0.379262040699039,0.1377858002406738,154
imipenem,blaSHV-11,acquired,0.4971153846153845,2730,2788,2.11621233859397,0.5489196268980339,1675,2789,Bla Carb (acquired),0.943435546875,-0.44632016225961546,-0.3945159199769661,0.2244283995186522,208
imipenem,blaTEM-1,acquired,0.4969753770128653,2731,2788,2.0803443328550886,0.4924974756890049,2779,2789,Bla Carb (acquired),0.943435546875,-0.44646016986213466,-0.45093807118599505,0.3935018050541516,291
imipenem,blaSHV-28,acquired,0.4964219652099175,2736,2788,1.9010043041606917,0.5275305917689059,1992,2789,Bla Carb (acquired),0.943435546875,-0.4470135816650825,-0.41590495510609404,0.2876052948255114,179
imipenem,blaOXA-1,acquired,0.4938634488448845,2761,2788,1.0043041606886627,0.5842999857582454,1354,2789,Bla Carb (acquired),0.943435546875,-0.4495720980301155,-0.3591355611167546,0.2400722021660649,96
imipenem,blaKPC-2,acquired,0.4777389092065511,2783,2788,0.21520803443328962,0.7195886533220893,550,2789,Bla Carb (acquired),0.943435546875,-0.4656966376684489,-0.22384689355291065,0.210589651022864,331
imipenem,blaSHV-1,acquired,0.47656691134952,2785,2788,0.1434720229555264,0.5441294367466073,1742,2789,Bla Carb (acquired),0.943435546875,-0.46686863552547997,-0.3993061101283927,0.1203369434416365,46
levofloxacin,gyrA,mutation,0.9549593788564376,1,2794,100.0,0.9562021577189828,1,2794,Flq (mutations),0.9643655632984902,-0.009406184442052656,-0.008163405579507454,0.954954954954955,1144
levofloxacin,parC,mutation,0.9425126560265872,5,2794,99.85683607730851,0.9433213460056512,2,2794,Flq (mutations),0.9643655632984902,-0.021852907271903033,-0.021044217292839007,0.954954954954955,1145
levofloxacin,oqxB,acquired,0.7786614084928231,617,2794,77.95275590551181,0.7071230413562807,864,2794,Flq (acquired),0.639989837398374,0.13867157109444905,0.06713320395790667,0.4478764478764478,608
levofloxacin,aac(6')-Ib,acquired,0.764910820747218,670,2794,76.05583392984968,0.6614230670434111,1180,2794,Flq (acquired),0.639989837398374,0.12492098334884394,0.021433229645037133,0.4871299871299871,629
levofloxacin,gyrB,mutation,0.6369856152067813,1363,2794,51.252684323550454,0.6369856152067813,1342,2794,Flq (mutations),0.9643655632984902,-0.3273799480917089,-0.3273799480917089,0.9555984555984556,1145
levofloxacin,parE,mutation,0.6127833734139642,1465,2794,47.60200429491768,0.7030118160801438,898,2794,Flq (mutations),0.9643655632984902,-0.35158218988452605,-0.26135374721834637,0.620978120978121,667
levofloxacin,oqxA,acquired,0.5934528779594366,1566,2794,43.987115246957764,0.6621988183919857,1176,2794,Flq (acquired),0.639989837398374,-0.04653695943893743,0.022208980993611682,0.8796653796653797,1096
levofloxacin,qnrB1,acquired,0.4929458021740806,2754,2794,1.4674302075876833,0.5938029797071668,1624,2794,Flq (acquired),0.639989837398374,-0.14704403522429338,-0.04618685769120723,0.1467181467181467,119
meropenem,ampC,mutation,0.7906463198180708,76,2808,97.32905982905983,0.6929776949973718,576,2809,Omp (mutations),0.8533726677008892,-0.06272634788281839,-0.16039497270351732,0.391,484
meropenem,ompK36,mutation,0.7222321251733017,473,2808,83.1908831908832,0.6191809310510319,1085,2809,Omp (mutations),0.8533726677008892,-0.13114054252758744,-0.23419173664985726,0.2335,170
meropenem,ampH,mutation,0.7110995736923778,564,2808,79.95014245014245,0.7065869460886258,489,2809,Omp (mutations),0.8533726677008892,-0.1422730940085114,-0.14678572161226333,0.931,935
meropenem,ompK37,mutation,0.6663029160638739,852,2808,69.69373219373219,0.6743646730808784,711,2809,Omp (mutations),0.8533726677008892,-0.18706975163701522,-0.1790079946200107,0.8965,874
meropenem,ompK35,mutation,0.5905155884747721,1317,2808,53.13390313390314,0.7804802660145805,67,2809,Omp (mutations),0.8533726677008892,-0.262857079226117,-0.07289240168630862,0.497,259
meropenem,blaOXA-9,acquired,0.507704918032787,2514,2808,10.505698005698004,0.7317686313047056,298,2809,Bla Carb (acquired),0.968362325474937,-0.46065740744215,-0.23659369417023135,0.2565,488
meropenem,blaSHV-28,acquired,0.5,2679,2808,4.629629629629628,0.5140806042461777,2456,2809,Bla Carb (acquired),0.968362325474937,-0.46836232547493695,-0.4542817212287592,0.2225,245
meropenem,blaOXA-1,acquired,0.4985401459854015,2740,2808,2.4572649572649596,0.539965034165962,1945,2809,Bla Carb (acquired),0.968362325474937,-0.4698221794895355,-0.42839729130897497,0.232,190
meropenem,blaTEM-1,acquired,0.4974605266661341,2757,2808,1.851851851851849,0.5224421235459469,2270,2809,Bla Carb (acquired),0.968362325474937,-0.47090179880880284,-0.44592020192899007,0.3895,428
meropenem,blaSHV-11,acquired,0.4973094170403588,2758,2808,1.8162393162393209,0.5461440455241448,1834,2809,Bla Carb (acquired),0.968362325474937,-0.47105290843457814,-0.4222182799507922,0.2715,320
meropenem,blaCTX-M-15,acquired,0.4971811134601832,2761,2808,1.7094017094017144,0.5544404323879608,1705,2809,Bla Carb (acquired),0.968362325474937,-0.47118121201475377,-0.41392189308697613,0.415,357
meropenem,blaSHV-1,acquired,0.4950253149652655,2783,2808,0.92592592592593,0.5109913842356651,2522,2809,Bla Carb (acquired),0.968362325474937,-0.4733370105096715,-0.4573709412392718,0.1315,114
meropenem,blaKPC-2,acquired,0.4627715671799198,2806,2808,0.10683760683760646,0.7099584066549353,462,2809,Bla Carb (acquired),0.968362325474937,-0.5055907582950172,-0.2584039188200017,0.221,431
piperacillin-tazobactam,ampC,mutation,0.8369898384141264,7,2804,99.78601997146933,0.6823472862603466,651,2804,Omp (mutations),0.790555479784203,0.0464343586299234,-0.10820819352385647,0.3605,460
piperacillin-tazobactam,ompK36,mutation,0.7750240294761574,156,2804,94.472182596291,0.6140603659263196,1247,2804,Omp (mutations),0.790555479784203,-0.015531450308045591,-0.1764951138578834,0.2755,307
piperacillin-tazobactam,ampH,mutation,0.6980051749959626,653,2804,76.7475035663338,0.7038782277506348,493,2804,Omp (mutations),0.790555479784203,-0.09255030478824045,-0.08667725203356824,0.931,1009
piperacillin-tazobactam,ompK37,mutation,0.6722982251771035,843,2804,69.97146932952924,0.6725763797860541,740,2804,Omp (mutations),0.790555479784203,-0.11825725460709957,-0.11797909999814893,0.923,1008
piperacillin-tazobactam,ompK35,mutation,0.5609069219089999,1779,2804,36.59058487874465,0.7785347135013245,93,2804,Omp (mutations),0.790555479784203,-0.2296485578752031,-0.012020766282878514,0.5735,366
piperacillin-tazobactam,blaSHV-1,acquired,0.510536398467433,2540,2804,9.450784593437945,0.5489003648263409,2053,2804,Bla Carb (acquired),0.782841577256471,-0.2723051787890379,-0.2339412124301301,0.135,96
piperacillin-tazobactam,blaKPC-2,acquired,0.4988465974625145,2709,2804,3.4236804564907297,0.6346477317518081,1065,2804,Bla Carb (acquired),0.782841577256471,-0.2839949797939565,-0.14819384550466286,0.146,289
piperacillin-tazobactam,blaTEM-1,acquired,0.498581560283688,2717,2804,3.1383737517831634,0.5827430495082178,1560,2804,Bla Carb (acquired),0.782841577256471,-0.28426001697278297,-0.2000985277482532,0.309,423
piperacillin-tazobactam,blaCTX-M-15,acquired,0.4971092973368911,2747,2804,2.0684736091298173,0.6027168333440276,1357,2804,Bla Carb (acquired),0.782841577256471,-0.2857322799195799,-0.18012474391244337,0.4145,552
piperacillin-tazobactam,blaSHV-11,acquired,0.4952366868510763,2764,2804,1.4621968616262526,0.4938269412336264,2797,2804,Bla Carb (acquired),0.782841577256471,-0.28760489040539466,-0.28901463602284455,0.255,283
piperacillin-tazobactam,blaOXA-1,acquired,0.4941544097839556,2768,2804,1.3195435092724694,0.5493323357135654,2050,2804,Bla Carb (acquired),0.782841577256471,-0.2886871674725154,-0.23350924154290553,0.2035,269
piperacillin-tazobactam,blaSHV-28,acquired,0.4910987267309106,2778,2804,0.962910128388017,0.5846422318572226,1532,2804,Bla Carb (acquired),0.782841577256471,-0.29174285052556037,-0.19819934539924833,0.192,297
piperacillin-tazobactam,blaOXA-9,acquired,0.4875366568914956,2787,2804,0.6419400855920077,0.6535553381060197,912,2804,Bla Carb (acquired),0.782841577256471,-0.29530492036497535,-0.12928623915045123,0.1735,341
tetracycline,oqxB,acquired,0.7074814814814815,43,2794,98.49677881173943,0.6510236355088259,240,2794,Tet (acquired),0.8284698025551687,-0.12098832107368718,-0.17744616704634275,0.3871681415929203,225
tetracycline,ramR,mutation,0.6354448422169187,523,2794,81.31710808876164,0.6276576294206759,502,2794,,,,,0.5744837758112095,360
tetracycline,tetR,acquired,0.5493479954619391,1282,2794,54.15175375805297,0.6018079240928325,821,2794,Tet (acquired),0.8284698025551687,-0.27912180709322953,-0.2266618784623362,0.581858407079646,491
tetracycline,tet(A),acquired,0.5290858725761773,1543,2794,44.81030780243379,0.7413046781876118,2,2794,Tet (acquired),0.8284698025551687,-0.2993839299789913,-0.08716512436755686,0.2713864306784661,361
tetracycline,tetR(D),acquired,0.5139623750734862,1827,2794,34.645669291338585,0.6142311692382214,673,2794,Tet (acquired),0.8284698025551687,-0.3145074274816825,-0.21423863331694726,0.1526548672566371,189
tetracycline,tetR(A),acquired,0.4380952380952381,2789,2794,0.21474588403722628,0.7416299810517017,1,2794,Tet (acquired),0.8284698025551687,-0.3903745644599306,-0.08683982150346692,0.2706489675516224,360
tetracycline,tet(D),acquired,0.2294938917975567,2794,2794,0.035790980672867345,0.6286917126127282,490,2794,Tet (acquired),0.8284698025551687,-0.598975910757612,-0.1997780899424405,0.1430678466076696,191
tobramycin,aph(6)-Id,acquired,0.6895517676767676,762,2809,72.90850836596654,0.6477437957941797,984,2809,AGly (acquired),0.9391291069247092,-0.24957733924794157,-0.29138531113052946,0.3345724907063197,432
tobramycin,aph(3'')-Ib,acquired,0.680787037037037,844,2809,69.98932004271983,0.6456494235625285,1000,2809,AGly (acquired),0.9391291069247092,-0.25834206988767217,-0.29347968336218067,0.3356346255974509,432
tobramycin,aac(3)-IIe,acquired,0.5098129299783244,2516,2809,10.466358134567466,0.6172764364366436,1220,2809,AGly (acquired),0.9391291069247092,-0.4293161769463848,-0.32185267048806554,0.266064790228359,393
tobramycin,aadA2,acquired,0.5037907885508166,2589,2809,7.867568529725877,0.6327908318499814,1095,2809,AGly (acquired),0.9391291069247092,-0.4353383183738926,-0.3063382750747278,0.2432288900690387,379
tobramycin,aac(6')-Ib,acquired,0.4957192699946323,2760,2809,1.7799928800284803,0.8721708510990602,1,2809,AGly (acquired),0.9391291069247092,-0.4434098369300769,-0.06695825582564896,0.4545937334041423,810
tobramycin,aph(3')-Ia,acquired,0.4110873694207027,2807,2809,0.10679957280170793,0.5882501707579584,1447,2809,AGly (acquired),0.9391291069247092,-0.5280417375040065,-0.3508789361667508,0.1433882103027084,234
trimethoprim-sulfamethoxazole,sul1,acquired,0.5285131369426752,2248,2802,19.807280513918634,0.69824621345586,238,2802,Tmt (acquired),0.9527916670179964,-0.42427853007532124,-0.2545454535621364,0.2675,471
trimethoprim-sulfamethoxazole,dfrA12,acquired,0.5011148272017838,2642,2802,5.745895788722343,0.6390964019081312,713,2802,Tmt (acquired),0.9527916670179964,-0.45167683981621265,-0.31369526510986523,0.151,299
trimethoprim-sulfamethoxazole,sul2,acquired,0.4882484243697479,2780,2802,0.8208422555317618,0.754670377580764,15,2802,Tmt (acquired),0.9527916670179964,-0.46454324264824853,-0.1981212894372324,0.286,544
