gene_name,esm_lr_auroc,frozen_lr_auroc,ft_lr_auroc,delta_ft_minus_esm,prevalence,n_carriers_esm,n_carriers_ft,selection_esm_lr_auroc
ydbH,0.7013444622151139,0.7602708916433427,0.9335182593629215,0.23217379714780761,0.9339519650655022,483,483,0.7404492194077074
comEC,0.754506530721045,0.7545148607223777,0.9467712914834066,0.19226476076236154,0.9279475982532752,481,481,0.7404389706108429
bcsC,0.7354558176729309,0.704676462748234,0.92182293749167,0.1863671198187391,0.9317685589519652,482,482,0.7403013439100917
menF,0.7032686925229907,0.7461348793815809,0.9355757696921232,0.23230707716913246,0.9339519650655022,482,482,0.7400019326302658
hypF,0.6847427695588432,0.6960215913634547,0.9257880181260828,0.24104524856723963,0.9323144104803494,483,483,0.7393525981432109
lpoA,0.7580051312808209,0.7671181527389044,0.9457300413168066,0.18772491003598568,0.9339519650655022,483,483,0.7386813019485892
scsB,0.7277588964414234,0.766676662668266,0.9106857257097161,0.18292682926829262,0.9175764192139738,472,472,0.73720401108627
nirB,0.7199203651872584,0.6672580967612953,0.9466130214580835,0.22669265627082502,0.9088427947598252,469,469,0.7366447196002384
tssH,0.7395791683326669,0.6104558176729308,0.8631047580967613,0.12352558976409445,0.8799126637554585,446,446,0.736256729433227
ppro0129,0.7048763827802214,0.7312991470078636,0.9396824603491936,0.2348060775689722,0.9301310043668122,483,483,0.7354500027086106
cydC,0.7132730241236839,0.7564390910302545,0.9432643609222977,0.22999133679861383,0.9344978165938864,483,483,0.7353153042355349
hipA,0.7065090630414501,0.6842846194855391,0.9126599360255898,0.2061508729841397,0.8990174672489083,465,465,0.7353072516094272
dsd1,0.697504331600693,0.7049097027855525,0.9288867786218846,0.2313824470211916,0.9006550218340611,463,463,0.7345642138367543
trpF,0.72890843662535,0.7255347860855659,0.9382163801146208,0.20930794348927084,0.933406113537118,483,483,0.7343489891026007
hofC,0.7078168732506996,0.6858506597361055,0.9263544582167134,0.21853758496601372,0.9213973799126638,479,479,0.7340056544076414
mhpB,0.7156304145008663,0.6944805411168865,0.9348677195788351,0.2192373050779688,0.9301310043668122,477,477,0.7338650994792146
fimK,0.6870501799280287,0.7543232706917233,0.9145758363321337,0.22752565640410494,0.8902838427947598,451,451,0.7338116593241357
menC,0.7168049446887911,0.7721494735439158,0.9182910169265628,0.2014860722377717,0.9344978165938864,483,483,0.7334844298813922
ccmI,0.7370218579234973,0.6693739170998267,0.9213064774090363,0.18428461948553898,0.9301310043668122,480,480,0.7334580758323122
xynB,0.7130731040916967,0.7339897374383579,0.9223310675729707,0.209257963481274,0.9241266375545852,478,478,0.7333050759362643
sacC,0.6999450219912036,0.6907736905237905,0.9194822071171531,0.21953718512594955,0.8635371179039302,442,442,0.7332384587566452
wza,0.6642676262828201,0.6551962548314008,0.9074953351992536,0.24322770891643353,0.7041484716157205,386,386,0.7329456359890894
pgtC,0.7385629081700655,0.7164800746368118,0.923947087831534,0.18538417966146847,0.8902838427947598,456,456,0.7323826842184633
dcp,0.7748733839797415,0.7438774490203919,0.9333016793282687,0.1584282953485272,0.9213973799126638,479,479,0.7319346653841029
walK,0.7298330667732906,0.6886495401839263,0.9280704384912701,0.1982373717179795,0.9224890829694324,480,480,0.7316791775194105
phnS,0.7037934826069572,0.737113487938158,0.932035519125683,0.22824203651872588,0.9132096069868996,472,472,0.7315722972092527
phnX,0.7220111955217913,0.740703718512595,0.9300446488071438,0.2080334532853525,0.9148471615720524,472,472,0.7314734695252025
msyB,0.6886745301879249,0.7081250833000133,0.9354841396774625,0.24680960948953756,0.9290393013100436,482,482,0.7308387761765253
pgaB,0.7491170198587231,0.6962381713981075,0.941173530587765,0.19205651072904184,0.9284934497816594,477,477,0.7298058438639722
mnmC,0.7241270158603226,0.7329818072770893,0.9278205384512861,0.20369352259096352,0.9344978165938864,483,483,0.7295130210964162
cpdB,0.7259096361455417,0.7383629881380781,0.9346344795415167,0.20872484339597497,0.9339519650655022,482,482,0.7292794949392906
mhpF,0.6721061575369852,0.6953302012528322,0.9198570571771292,0.24775089964014396,0.9339519650655022,479,479,0.7291660261168627
