gene_name,annotation,prevalence,lr_auroc_pyrazinamide,n_train,n_pos,kept_filtered
chsH2,,0.9975,0.5012126820535153,1992,996,False
arfC,,0.997,0.5012016993809915,1994,997,False
serC,,0.992,0.5012012875623096,1991,996,False
kdpF,,0.9955,0.5012010894985565,1992,996,False
coxG,,0.9945,0.5011657910595049,1989,996,False
esxS,,0.662,0.5011312056737589,1314,750,False
vapC3,,0.971,0.501123437495006,1938,951,False
panB,,0.9905,0.501117195367573,1985,993,False
nmtR,,0.9985,0.5011104373074806,1996,998,False
octT,,0.999,0.5011083501761565,1992,995,False
mazE5,,0.998,0.5011073512724914,1987,992,False
infA,,0.989,0.5011051254362869,1989,996,False
vapC42,,0.994,0.501102679388847,1983,988,False
vapC45,,0.962,0.5010925533295834,1923,955,False
hisG,,0.9705,0.5010638005384564,1945,963,False
sigJ,,0.9825,0.5010606546587576,1960,968,False
recN,,0.9895,0.5010361450705232,1979,989,False
pgk,,0.992,0.5010353599695863,1989,996,False
trcR,,0.9985,0.5010338133216974,1990,994,False
vapC17,,0.996,0.5010292975701297,1989,997,False
ecfT,,0.9815,0.5010204081632653,1965,980,False
cysT,,0.9935,0.5010176339481476,1992,999,False
vapC14,,1.0,0.5010155990372706,1993,995,False
eccB3,,0.996,0.5009619207178555,1986,994,False
thyX,,0.994,0.5009265112923946,1987,991,False
dapE,,0.9925,0.5009219465838334,1987,994,False
menC,,0.9915,0.5009096047734101,1980,992,False
vapC39,,0.998,0.500906333458206,1993,996,False
pdhA,,0.99,0.5009048351460553,1983,996,False
vapB11,,0.999,0.500901703306513,1997,998,False
hadC,,0.997,0.5008988888385874,1994,995,False
cutS,,0.997,0.50085044289495,1993,997,False
mpt53,,0.9995,0.5008249455485636,1994,995,False
kshA,,0.999,0.5008143822214175,1994,995,False
prs,,0.9845,0.5008134233384541,1971,988,False
yoeB,,0.999,0.500813230300546,1988,993,False
proZ,,0.9815,0.5008113691542413,1961,974,False
mmpS4,,0.9925,0.5008045244220114,1985,994,False
parD2,,0.9995,0.5008039217267533,1992,994,False
mtrA,,0.9965,0.5007907381027115,1994,996,False
mbtM,,0.9975,0.5007737186169223,1990,994,False
aroB,,0.986,0.5007734522503362,1976,989,False
pPE2,,0.307,0.500734455844953,614,362,False
echA17,,0.9975,0.5007188063689565,1994,997,False
nrdI,,0.988,0.5007103534915074,1979,994,False
rplI,,0.988,0.5006992365478509,1981,995,False
fbiB,,0.9975,0.5006941594031437,1994,998,False
murC,,0.989,0.5006506591615152,1982,991,False
bioF1,,0.99,0.5006502289603392,1978,987,False
eccA5,,0.997,0.5006304156597878,1989,995,False
nucS,,0.98,0.5006094144091028,1958,967,False
rsuA,,0.994,0.5006082798937687,1988,996,False
vapB26,,0.9975,0.5006064458840387,1991,995,False
rplS,,0.9895,0.5006061622258805,1984,994,False
rpmE,,0.992,0.5006051259144796,1994,998,False
ppa,,0.996,0.5006047270420237,1993,995,False
pup,,0.998,0.5006038209061143,1992,996,False
tACO1,,0.994,0.5006033177919481,1987,994,False
atpD,,0.9885,0.5005850814425215,1981,996,False
prfB,,0.9865,0.500582679159798,1979,993,False
pPE45,,0.992,0.5005300674241682,1980,984,False
rsmI,,0.978,0.5005221140392273,1966,988,False
adhD,,0.9945,0.5005156577973525,1989,996,False
stf3,,0.8465,0.5005123439138308,1691,884,False
purQ,,0.992,0.5005121454533654,1986,994,False
menG,,0.9955,0.500507053338984,1991,995,False
hemE,,0.9885,0.5005065825148509,1981,993,False
norV,,0.991,0.5005019957640926,1982,990,False
rapZ,,0.988,0.500500471989844,1983,992,False
rplN,,0.9905,0.5004999756604142,1986,994,False
htm,,0.9975,0.5004334611875829,1992,995,False
purK,,0.9865,0.5004153266826371,1975,992,False
ribBA,,0.991,0.5004068902800015,1983,994,False
rpmA,,0.9905,0.5004037323715351,1987,995,False
vapB51,,0.9985,0.5004030126451499,1995,998,False
espD,,0.9985,0.5004028197381671,1988,993,False
vapB20,,0.9995,0.5004015051165521,1995,997,False
hisH,,0.99,0.5003895974431014,1983,994,False
hemC,,0.9895,0.5003632927021355,1984,995,False
glgE,,0.998,0.5003499915153572,1990,994,False
purH,,0.9885,0.5003341526450096,1980,993,False
hpnD,,0.996,0.5003305983525013,1983,989,False
thiC,,0.9915,0.5003248882627284,1988,996,False
glyQS,,0.9955,0.5003245274829141,1986,993,False
mymT,,0.9595,0.5003136970914789,1918,957,False
ldtMt3,,0.999,0.5003136939756658,1993,994,False
folB,,0.9895,0.5003104485498852,1984,994,False
kstR,,0.9975,0.5003095458720852,1995,997,False
fabG1,,0.997,0.5003086575160371,1993,998,False
tagH,,0.992,0.5003071762857884,1988,992,False
rplV,,0.9885,0.5003035360426209,1985,993,False
vapB44,,0.999,0.5003030138572306,1995,996,False
prpC,,0.966,0.500299691087648,1932,989,False
xseB,,0.99,0.5002949076903398,1985,994,False
lcp1,,0.9975,0.5002429555466801,1994,997,False
menF,,0.994,0.5002155791894223,1988,994,False
desA1,,0.9965,0.5002106479225548,1985,993,False
vbhA,,0.994,0.5002085814341312,1990,997,False
parE1,,0.9995,0.5002011058300531,1992,995,False
zapE,,0.996,0.5001720585079896,1988,994,False
lpqV,,0.988,0.5001401807507091,1970,992,False
cydD,,0.9895,0.5001364896697256,1978,994,False
vapC35,,0.9985,0.5001272696419481,1990,994,False
tauD,,0.996,0.5001123974939896,1992,995,False
mftB,,0.9965,0.50010602951138,1995,998,False
vapB37,,0.9995,0.500104333099802,1992,995,False
cei,,0.9555,0.50007801511955,1908,960,False
nuoD,,0.9975,0.5000679751462724,1993,995,False
istA,,0.9065,0.500053011284701,1812,922,False
yidH,,0.944,0.5000512300850082,1885,955,False
ctaD,,0.995,0.5000358216786744,1991,996,False
proP,,0.965,0.5000214782167925,1930,958,False
prfA,,0.9875,0.5000107024474968,1981,993,False
clpP2,,0.997,0.5000105845173712,1992,997,False
mscS,,0.2575,0.5,518,363,False
pdtaR,,0.9915,0.5,1982,995,False
vapC21,,0.9785,0.4999947507223006,1952,968,False
ycaQ,,0.9685,0.49994543639649125,1934,947,False
relA,,0.9935,0.49993117631817585,1988,996,False
dmpA,,0.9875,0.49992098992905615,1968,989,False
yigB,,0.991,0.49991276364764275,1980,992,False
sepH,,0.999,0.4999043086172345,1998,998,False
bcpB,,0.9975,0.49990100562207673,1995,998,False
whiB1,,0.9985,0.499900702305512,1997,999,False
vapC20,,0.998,0.49989969879396623,1992,994,False
guaB3,,0.987,0.4998980652999866,1971,985,False
ppsB,,0.776,0.49985816531378197,1545,804,False
ppsC,,0.457,0.4998536370005663,913,459,False
mmaA3,,0.9985,0.49982046174430944,1997,998,False
pgsA2,,0.9985,0.4998177262711831,1993,996,False
manA,,0.99,0.4998172231771194,1982,994,False
emrE,,0.988,0.49979973393958865,1971,987,False
merT,,0.9975,0.4997409305532593,1992,994,False
mbtN,,0.996,0.4997163887849711,1989,995,False
esxT,,0.999,0.49970081149206774,1991,993,False
rimM,,0.9885,0.49966329657144076,1980,993,False
kanY,,0.999,0.49964558375267565,1996,998,False
cofC,,0.997,0.4996290605972276,1988,992,False
kasB,,0.999,0.49962249147593785,1996,998,False
pdxS,,0.987,0.49961967740055635,1978,991,False
mmaA1,,0.9975,0.4996190954773869,1995,995,False
fdx,,0.9965,0.49961682158286425,1993,995,False
pptT,,0.997,0.499608707521511,1989,995,False
mpt63,,0.998,0.4996063989301346,1987,992,False
mbcA,,0.9955,0.49960498920439045,1986,993,False
sdaA,,0.9935,0.49960226717880274,1983,991,False
frmR,,0.993,0.49960106070917326,1980,991,False
stbD,,0.994,0.49959839357429714,1986,996,False
higA2,,0.9895,0.49959740858806767,1971,984,False
glpQ2,,0.97,0.499592252803262,1936,955,False
cdd,,0.9925,0.49953287470122176,1989,996,False
rplM,,0.98,0.4995130625368305,1967,985,False
vapB32,,0.999,0.4995010100522329,1994,996,False
mhuD,,0.997,0.4994980011596326,1983,993,False
rpsJ,,0.9915,0.4994979919678715,1988,996,False
alkB,,0.991,0.4994908754297805,1983,995,False
amiA2,,0.9855,0.4994385644636661,1966,987,False
secG,,0.9885,0.499429474060358,1985,993,False
yqfA,,0.993,0.4994226539589443,1982,992,False
ybdK,,0.992,0.4994127237436247,1985,993,False
pyrB,,0.9865,0.4994104256818777,1976,992,False
steA,,0.997,0.4994005061276013,1995,997,False
rplT,,0.989,0.4994003454498477,1983,994,False
rsbW,,0.9905,0.4993996217211182,1986,995,False
rpsH,,0.988,0.49939831467074636,1983,991,False
vapB13,,0.9975,0.49939819458375134,1992,997,False
vapB12,,0.991,0.4993951612903226,1982,992,False
rplL,,0.989,0.4993881387414476,1983,994,False
lpqN,,0.9975,0.49938291829396003,1995,998,False
tgs2,,0.9475,0.49936272663869496,1895,961,False
cut6,,0.999,0.4993562188452301,1991,995,False
sigA,,0.9945,0.49934333892129096,1986,993,False
proA,,0.9925,0.4993342109106251,1986,994,False
vapB18,,0.687,0.49933076721196745,1373,568,False
pdxH,,0.9955,0.49932294307490477,1994,998,False
lprE,,0.3055,0.4993203583565029,610,415,False
usfY,,0.996,0.49931617819366,1990,996,False
metB,,0.996,0.4993065716842977,1982,993,False
trpS,,0.988,0.4993002369053028,1986,994,False
ndk,,0.9915,0.49929779683123865,1989,995,False
pE25,,0.9985,0.4992977923718924,1994,996,False
ntrY,,0.9745,0.4992761284903585,1947,969,False
clpB,,0.9895,0.4992739876812103,1982,989,False
parD,,0.999,0.49927136117772153,1995,997,False
ift,,0.9955,0.49924799802833064,1990,996,False
lipG,,0.9975,0.4992462357010913,1995,998,False
ugpQ,,0.9125,0.4992412136742293,1826,912,False
sRAP,,0.998,0.4992244496749,1998,999,False
pcaA,,0.995,0.49921156000797545,1988,997,False
trm112,,0.998,0.4992007106582643,1994,996,False
mazE7,,0.999,0.4991970895630715,1992,996,False
fdxE,,0.996,0.49919496962609233,1985,992,False
argR,,0.986,0.4991920132634682,1977,992,False
glyA1,,0.979,0.49918268738654237,1957,986,False
argA,,0.93,0.49914635002757246,1864,933,False
hupB,,0.9935,0.499145728643216,1985,990,False
bfrB,,0.998,0.49911022852971326,1989,991,False
rplX,,0.9895,0.4990999423963134,1986,994,False
ureB,,0.9945,0.4990998119988105,1992,997,False
elaA,,0.9935,0.4990974269277656,1981,993,False
iniC,,0.996,0.49909477003004943,1987,993,False
mraZ,,0.99,0.49909013641408007,1993,999,False
cobG,,0.993,0.49907966034142326,1986,993,False
vapB31,,0.972,0.4990752628270598,1936,969,False
rplY,,0.992,0.4990473623176612,1983,995,False
menA,,0.9895,0.4990230254105128,1981,991,False
rsdA,,0.996,0.49902176880377747,1989,994,False
era,,0.9895,0.4990092376119063,1982,994,False
modB,,0.99,0.4990031188139962,1983,994,False
rsfB,,0.975,0.49900058286134236,1947,948,False
vapB9,,0.999,0.4990005060220642,1996,998,False
acpM,,0.998,0.49899799599198397,1996,998,False
tsaE,,0.9895,0.4989969909729188,1989,997,False
paaD,,0.9935,0.4989954937084846,1983,993,False
malE,,0.997,0.49899547737780753,1991,994,False
relJ,,0.998,0.49899295065458205,1987,993,False
rubB,,0.994,0.49899295065458205,1987,993,False
nrdR,,0.9875,0.498991428933274,1979,991,False
ftsY,,0.9875,0.49897564746810985,1983,995,False
khtT,,0.9955,0.49895121568438083,1994,998,False
rnhB,,0.9925,0.4989129113308478,1987,995,False
hisN,,0.9965,0.4989046572500489,1991,993,False
acpS,,0.993,0.49889781232446223,1988,995,False
higB3,,0.993,0.4988959682282499,1985,998,False
znuB,,0.991,0.4988665667777676,1981,990,False
miaA,,0.9895,0.4988500333647993,1983,992,False
rpsB,,0.989,0.4988393994057725,1980,992,False
pabB,,0.988,0.49882394648417033,1973,990,False
echA20,,0.998,0.49882277354150806,1993,996,False
pyrE,,0.989,0.4988156030537464,1981,991,False
lysA,,0.987,0.49881098555291215,1978,989,False
sdrC,,0.995,0.498802126866799,1993,998,False
alpha-E,,0.9985,0.4988008144803663,1994,996,False
iscA,,0.992,0.49879783142202416,1984,995,False
mftA,,0.998,0.49879719358556796,1996,998,False
esxG,,0.9985,0.49879599000025254,1990,995,False
mtp,,0.996,0.4987947787225867,1989,994,False
dyp,,0.999,0.498794375101313,1987,992,False
vapB7,,0.988,0.4987849842078681,1976,983,False
echA6,,0.865,0.4987446483610167,1730,897,False
coaE,,0.9895,0.49873178464727763,1984,994,False
sigF,,0.993,0.4987073114504805,1989,997,False
argG,,0.987,0.49870009948218247,1980,995,False
exoIX,,0.762,0.4986946082251914,1517,814,False
hns,,0.9895,0.4986930135446663,1975,991,False
vapC33,,0.997,0.49859963519738576,1989,993,False
ricR,,0.998,0.4985979955859474,1995,999,False
gpmA,,0.993,0.49859569752083677,1988,995,False
vapC51,,0.8505,0.4985869673740613,1699,872,False
vapB15,,0.973,0.4985830368049286,1941,950,False
rpsN,,0.991,0.49857640132157155,1983,992,False
mraY,,0.99,0.4985651208519849,1984,995,False
cydB,,0.9925,0.49854615231865906,1987,996,False
atpF,,0.99,0.49851021883286434,1985,996,False
vapC28,,0.9995,0.4985015105376189,1996,997,False
sigL,,0.9995,0.4985015060240964,1996,996,False
mosR,,0.9985,0.49850104643927823,1990,994,False
hrp1,,0.998,0.49849805188345,1985,994,False
groES,,0.991,0.49849447637979394,1990,997,False
ppnK,,0.9925,0.49849095180801245,1984,992,False
yfcH,,0.9935,0.4984853734694167,1987,994,False
patA,,0.9955,0.4984574481044733,1985,992,False
espH,,0.999,0.49842757962956075,1994,997,False
ydcJ,,0.9855,0.4984105032786597,1968,989,False
arfB,,0.997,0.49840283582239864,1993,995,False
ipdC,,0.995,0.4984012838359462,1987,994,False
yfmG,,0.9975,0.4983961887557812,1992,994,False
phnB,,0.993,0.4983890252918466,1986,993,False
higA3,,0.9515,0.49836021163553135,1902,947,False
thrB,,0.99,0.49834070347269593,1985,993,False
nhaP,,0.991,0.49830937776557105,1983,993,False
vapC2,,0.999,0.4983093142606895,1991,994,False
rfbA,,0.9935,0.4983037644119481,1991,997,False
mihF,,0.996,0.4982990311345987,1990,996,False
mbtH,,0.996,0.4982960930985728,1993,997,False
ahpC,,0.991,0.4982936953437406,1986,993,False
rplR,,0.9875,0.49829117588300287,1981,993,False
aosR,,0.9995,0.4982137312855086,1992,994,False
mazF4,,0.9975,0.498213567839196,1995,1000,False
rplP,,0.9895,0.4981988724698265,1986,993,False
atpG,,0.9895,0.49816133836256876,1983,996,False
glbN,,0.9985,0.49811810180039123,1995,998,False
sugA,,0.999,0.4981007240611877,1993,995,False
baiE,,0.9985,0.49809892837682396,1991,995,False
nrdH,,0.9955,0.4980933746914788,1991,997,False
ylxP,,0.997,0.498092470485564,1990,996,False
bfrA,,0.9915,0.49808518069357083,1982,993,False
esxO,,0.3685,0.4980783273761482,736,295,False
dksA,,0.9755,0.49805778814369855,1953,976,False
pks10,,0.9105,0.49803806756336494,1816,944,False
esxN,,0.611,0.4980204141402089,1216,578,False
nuoK,,0.9965,0.49801709738433736,1995,997,False
cysQ,,0.9955,0.49801111878348614,1992,995,False
lprN,,0.997,0.4980066327613925,1989,994,False
vapC8,,0.9965,0.4979944814251619,1993,998,False
vapB30,,0.997,0.497991967871486,1991,995,False
rnc,,0.9895,0.4979899866270915,1981,992,False
pPE41,,0.991,0.4979863955305437,1979,985,False
ilvC,,0.9805,0.4979709553362792,1970,993,False
lppO,,0.9965,0.4979708200907945,1993,997,False
hycG,,0.995,0.49793767651316573,1985,991,False
lppT,,0.968,0.4979274611398964,1928,965,False
rpfC,,0.998,0.4979247071296902,1996,998,False
pyrR,,0.988,0.497897394478092,1983,994,False
atpE,,0.9885,0.4978881385478865,1982,994,False
typA,,0.9875,0.4978108768496158,1983,997,False
chsH1,,0.998,0.49780314840102635,1993,997,False
ahpE,,0.9985,0.49779750071858864,1995,998,False
mazE2,,0.9945,0.4977952878511817,1989,998,False
hpf,,0.986,0.4977643305026168,1972,988,False
mec,,0.9795,0.49775520232515985,1954,987,False
egtC,,0.9975,0.4977306623892969,1995,996,False
rpoZ,,0.99,0.497719171031748,1986,995,False
vapB5,,0.9995,0.4977043241837625,1996,997,False
rsrA,,0.998,0.4976964963025349,1995,997,False
pimA,,0.996,0.49769542576933,1988,995,False
mbtL,,0.9975,0.4976897539908377,1991,995,False
ribE,,0.99,0.49768854820767505,1987,993,False
esxR,,0.3445,0.4976519955883366,682,356,False
mngR,,0.9935,0.4976006294096746,1985,995,False
cysA,,0.987,0.49759950465156744,1977,995,False
coaD,,0.9885,0.497572568134236,1981,994,False
leuD,,0.9895,0.49753679798997014,1983,993,False
ctaC,,0.9965,0.4975329063778415,1989,998,False
clpP1,,0.999,0.4974949874648972,1996,997,False
pilT,,0.993,0.4974914937959221,1986,995,False
murA,,0.974,0.4974776770481735,1952,967,False
pduO,,0.9815,0.49745969210672847,1955,967,False
ruvC,,0.995,0.4973940832319221,1991,993,False
ideR,,0.997,0.4973913834767399,1989,995,False
acr2,,0.999,0.49735821643286576,1998,1000,False
betP,,0.823,0.4973336404223655,1646,824,False
cnoX,,0.994,0.4972919085510039,1987,993,False
gabT,,0.9945,0.4972725636587181,1989,997,False
caeA,,0.999,0.49726229235247266,1997,999,False
atpA,,0.989,0.49723543691297584,1982,994,False
ilvN,,0.9905,0.4972056148303925,1990,997,False
carD,,0.9965,0.49719720565629255,1994,996,False
rplU,,0.9895,0.4971828955569948,1985,994,False
rimP,,0.989,0.4971623654739805,1989,996,False
fadA6,,0.9975,0.4971541129412333,1993,996,False
vapC30,,0.9985,0.49711823534796973,1994,997,False
vapC23,,0.999,0.49711660131299334,1991,994,False
enc,,1.0,0.49709108336669944,1989,993,False
yqgV,,0.9915,0.4970906363813736,1984,992,False
hspX,,0.999,0.4970206863459633,1992,993,False
scoA,,0.9975,0.4970061575483049,1989,994,False
csm2,,0.9985,0.49700010930775806,1988,994,False
pE_PGRS44,,0.331,0.49699598528875033,662,279,False
rpsS,,0.9885,0.49698088230516846,1985,993,False
stf0,,0.9985,0.4969288654326911,1990,995,False
prpD,,0.994,0.4969197623080722,1990,997,False
mmpS5,,0.998,0.49689590335701184,1994,997,False
rplB,,0.989,0.496887987866655,1985,994,False
argF,,0.985,0.4968872809890289,1977,992,False
thiS,,0.9875,0.49686510301031733,1980,992,False
vapB2,,0.9975,0.4967985527579718,1990,993,False
tag,,0.993,0.49679227273922216,1989,998,False
fer,,0.9925,0.4967765444556565,1981,991,False
tatA,,0.994,0.4966996466787297,1992,995,False
prcB,,0.995,0.4966575104550846,1988,994,False
vapB41,,1.0,0.49664187813377764,1994,996,False
nagA,,0.989,0.4965929433799842,1978,991,False
rraA,,0.994,0.496589082232086,1989,994,False
ybjQ,,0.5,0.4965672046939926,992,415,False
apeB,,0.996,0.4965636471429035,1985,993,False
mca,,0.9975,0.4965506607484099,1989,995,False
yggT,,0.993,0.49651838523588665,1987,994,False
vapB42,,0.9955,0.4965047340494581,1986,992,False
glf,,0.9965,0.49650055694722356,1992,997,False
copG,,0.9885,0.4964819018952631,1980,985,False
rplW,,0.987,0.49647169859449536,1980,995,False
yloV,,0.5285,0.4964651554855143,1056,605,False
yvlD,,0.995,0.49645046249860686,1987,997,False
fxsA,,0.994,0.49644763794132346,1992,996,False
rplQ,,0.9875,0.4964278564891983,1979,992,False
vapB24,,0.9965,0.49640487728244975,1993,997,False
rplF,,0.9885,0.49639199929272826,1984,993,False
oprA,,1.0,0.4963909965819011,1990,994,False
yceD,,0.9925,0.4963888634583498,1983,993,False
qdoI,,0.996,0.4963820219705328,1986,994,False
mmr,,0.995,0.49637723654835464,1989,997,False
vapC32,,0.9985,0.49635150431213315,1993,996,False
hom,,0.9975,0.4962948545544625,1989,994,False
pemK,,0.996,0.4962908826983463,1992,997,False
end,,0.889,0.49623854396558054,1777,878,False
drrC,,0.9985,0.49620806306695636,1995,997,False
sigH,,0.991,0.4962024210201129,1984,996,False
rpsD,,0.9725,0.49619163153289314,1955,988,False
vapB36,,0.9935,0.49616907691538503,1980,983,False
esxA,,0.806,0.49614190646430645,1613,787,False
purA,,0.988,0.49610367790811344,1982,992,False
miaE,,0.9965,0.4961035175879397,1995,1000,False
argD,,0.9865,0.496091258820383,1972,990,False
vapC22,,0.99,0.49606252188059885,1971,980,False
mazE,,0.646,0.4960614010038285,1289,691,False
mazF6,,0.9995,0.49605995911420825,1993,995,False
iunH,,0.9975,0.49604735667294425,1986,993,False
ribF,,0.9885,0.4959905612296903,1981,996,False
smpB,,0.989,0.49591586374141466,1983,992,False
darG,,1.0,0.49589258265286346,1996,997,False
purS,,0.992,0.4958795109365872,1986,994,False
ureG,,0.992,0.49582829639125076,1986,994,False
hisI,,0.9955,0.4957818050588098,1992,998,False
trmB,,0.9905,0.495776658824964,1984,995,False
dapA,,0.988,0.4957440680458868,1979,992,False
pks16,,0.996,0.49569622305073757,1987,995,False
mazF5,,0.994,0.49569488945321594,1984,991,False
hspR,,0.9555,0.49564549180327866,1904,976,False
smtB,,0.999,0.49562254603004996,1992,995,False
lprH,,0.9995,0.49560667519778506,1994,996,False
vapC41,,0.998,0.49559909658755746,1990,994,False
rbfA,,0.989,0.49549257314510803,1988,994,False
vapC27,,0.999,0.49547942424467784,1995,997,False
lysX2,,0.9985,0.4953991148629926,1996,998,False
ycjU,,0.9955,0.4953890665448455,1985,990,False
hsaG,,0.8075,0.4953889248006895,1613,833,False
tuf,,0.9895,0.4953659623295614,1983,996,False
mtnP,,0.995,0.49534051699756776,1990,996,False
cfp21,,0.9615,0.49527405067696906,1918,942,False
glbO,,1.0,0.49521921921921924,1999,999,False
xth,,0.991,0.4952053389966438,1985,994,False
panC,,0.9795,0.4951488528561414,1964,978,False
frnE,,0.9975,0.4950922043238148,1993,997,False
srp102,,0.9965,0.4950536703442767,1984,993,False
pE13,,0.998,0.4949970636254841,1991,994,False
iscR,,0.9945,0.4949930355012671,1990,997,False
ppx2,,0.9955,0.49499016324141515,1984,992,False
pqqL,,0.255,0.4949860055977609,510,205,False
mbtK,,0.997,0.49493753910112814,1991,995,False
ppiA,,0.999,0.4949365864858823,1993,994,False
cmk,,0.9895,0.4949338528654303,1987,993,False
ctaG,,0.9915,0.4949305350280816,1981,995,False
rbpA,,0.998,0.4948969223587737,1994,996,False
ssuE,,0.993,0.4948932506328292,1986,992,False
ftsQ,,0.9915,0.4948317313750296,1992,995,False
fadE26,,0.997,0.49482190220882194,1987,994,False
rsgA,,0.9855,0.49479705592510476,1974,990,False
ureA,,0.9935,0.49471071825749147,1990,997,False
ybjN,,0.9605,0.4946242130625146,1925,968,False
msrA,,0.969,0.49453655780842165,1941,983,False
folE,,0.9925,0.49449605651521755,1992,996,False
mmcO,,0.99,0.49440556649459844,1977,989,False
espL,,0.993,0.4943118440626326,1978,995,False
deoC,,0.9875,0.4942933462846042,1980,994,False
nat,,0.997,0.4942917398236161,1991,995,False
pE_PGRS16,,0.1965,0.4941596194503171,392,220,False
nuoB,,0.997,0.4941310476664752,1996,998,False
rpsM,,0.989,0.494128074901019,1986,994,False
mbcT,,0.9975,0.49411342426417804,1989,994,False
accA3,,0.9955,0.49408720611886114,1988,997,False
modF,,0.996,0.4940592369477912,1996,1000,False
mutA,,0.9955,0.49401929325341565,1991,996,False
suhB,,0.991,0.49397899493736613,1986,994,False
rpsC,,0.984,0.49397274686869974,1975,989,False
wbbL2,,0.8985,0.4939673619768892,1796,915,False
purD,,0.9915,0.4939039710810954,1987,996,False
vapB40,,0.9925,0.49377853735683497,1980,995,False
pfkA,,0.989,0.4937046983152671,1980,992,False
mazE3,,0.999,0.49370126427426714,1994,997,False
cyp140,,0.9915,0.493686308132194,1982,988,False
cmtR,,0.9435,0.4936597615980108,1883,946,False
cwsA,,0.9965,0.4936574090925637,1989,993,False
mrp,,0.992,0.4936185980407086,1985,995,False
rpmC,,0.9895,0.49358956156292594,1986,994,False
pxpB,,0.99,0.49338447266002483,1983,994,False
egtE,,0.997,0.49319070551675087,1994,997,False
gatC,,0.9885,0.49300653062885275,1983,995,False
tsaD,,0.9875,0.492914005773773,1983,994,False
vapB8,,0.995,0.492887546160497,1990,996,False
pspE,,0.9675,0.4927315053214334,1935,973,False
ftsB,,0.9905,0.4925849785163243,1983,992,False
pE35,,0.992,0.4924866248439821,1979,982,False
relB,,0.9985,0.4924043563813487,1992,996,False
pepP,,0.992,0.49235109947228983,1984,993,False
hemL,,0.9855,0.49227706867707727,1976,993,False
eccB4,,0.9935,0.4921064096586162,1980,991,False
mmpL4,,0.9725,0.4920699841908289,1943,979,False
ufaA1,,0.9925,0.4919887607908095,1984,995,False
rpmD,,0.9895,0.49180364444732916,1986,994,False
yeaO,,0.9955,0.49173775547065934,1991,998,False
ftsZ,,0.988,0.4916913195007294,1987,995,False
relE,,0.9965,0.4913866521361829,1991,995,False
cyp130,,0.968,0.4912994028087605,1932,949,False
glpD1,,0.996,0.49107395376273705,1990,994,False
tagG,,0.9955,0.49083457488447263,1990,995,False
trpE,,0.99,0.49073245012943506,1985,995,False
sbcC,,0.9895,0.4905967570441255,1978,990,False
adoK,,0.995,0.49049222566484874,1985,997,False
higA,,0.997,0.49046336250434336,1990,994,False
tatC,,0.9915,0.4904598216760835,1992,995,False
mce,,0.9775,0.49045607357408383,1956,965,False
vapB39,,0.104,0.49044738863287246,205,93,False
ruvB,,0.987,0.4900880301349291,1976,989,False
clpS,,0.996,0.4900371886056683,1996,998,False
mnmA,,0.9865,0.4897946885807141,1979,993,False
lucA,,0.995,0.4895574240567506,1989,996,False
plcB,,0.9095,0.48949047626040865,1808,914,False
aac(2')-Ic,,0.999,0.48925081858802866,1995,998,False
nagD,,0.2855,0.48918126923987687,576,412,False
vapC18,,0.997,0.4889830953593045,1990,996,False
pPE21,,0.721,0.4885855720240852,1442,680,False
argJ,,0.988,0.488071610982898,1984,997,False
vapB50,,0.9785,0.4878378689265158,1956,964,False
gcvT,,0.9895,0.48714869864347377,1986,994,False
pxpC,,0.994,0.4862084426415339,1988,996,False
ylaD,,0.9975,0.48572151499816674,1990,993,False
parB,,0.9935,0.4855580720503928,1989,994,False
pE_PGRS36,,0.3115,0.4852864201666597,620,334,False
vapB48,,0.9985,0.48512235314001495,1994,996,False
rslA,,0.9985,0.48412638530072194,1994,996,False
resB,,0.981,0.48303797257461073,1960,987,False
yjbQ,,0.9945,0.4824973259873666,1991,996,False
herA,,0.9825,0.4824602363928206,1959,980,False
fbiC,,0.978,0.4824166123710041,1951,971,False
dipZ,,0.9985,0.4824098291840227,1991,992,False
truA,,0.9905,0.479615572221206,1984,994,False
ftsI,,0.992,0.4793745515051714,1988,997,False
cysG2,,0.231,0.4744621790423317,461,330,False
vapB21,,0.995,0.472258373652612,1985,991,False
esxW,,0.357,0.47047343546284226,711,295,False
pirG,,0.1055,0.4661443494776828,211,130,False
