gene_name,annotation,prevalence,lr_auroc_streptomycin,n_train,n_pos,kept_filtered
pgl,,0.988,0.504987015115737,1976,991,False
vapC45,,0.9585,0.5049797283943338,1914,963,False
pPE21,,0.753,0.5049644655363034,1504,677,False
leuD,,0.9865,0.5049570342652373,1978,993,False
vapB50,,0.983,0.5049369011755469,1960,971,False
cas2,,0.6105,0.5048726132965264,1216,460,False
dprE2,,0.9975,0.5048677819533272,1988,997,False
pcaA,,0.994,0.5048640129097295,1984,992,False
vapB8,,0.9855,0.504854529208686,1969,991,False
vbhA,,0.993,0.5048394255541668,1980,995,False
drrC,,0.9975,0.5048344130290003,1991,995,False
yrvD,,0.997,0.5048171321692732,1988,994,False
lipA,,0.985,0.5048012170633754,1980,996,False
thiC,,0.9865,0.50479277516156,1981,996,False
rpsE,,0.9805,0.5047769042939056,1970,991,False
ilvX,,0.9905,0.5047664556829814,1957,985,False
rpmD,,0.981,0.504763380223503,1968,990,False
truB,,0.9815,0.504736418320466,1971,989,False
msrB,,0.983,0.5047048485243444,1982,994,False
rdgB,,0.9825,0.5046721097161907,1979,991,False
ylaD,,0.9965,0.5046507928788819,1987,996,False
vapC3,,0.995,0.5046369955628967,1988,996,False
rplV,,0.9785,0.5046263393125398,1965,991,False
esxJ,,0.1565,0.5046244452739413,312,141,False
cwsA,,0.9975,0.5046100032221539,1990,997,False
rplA,,0.9785,0.5046010564359188,1971,990,False
hupB,,0.9955,0.5045927740355175,1983,994,False
spoIIM,,0.9925,0.5045701066307146,1979,995,False
cyp126,,0.9875,0.5045329742831329,1966,989,False
frmR,,0.99,0.5045240093335517,1977,992,False
rpsP,,0.981,0.5044789766104751,1971,988,False
irtB,,0.9975,0.5044432689764612,1983,995,False
ilvG,,0.9965,0.5044328605692437,1986,995,False
ansP2,,0.9395,0.5044212825987406,1864,973,False
treS,,0.9955,0.504409502424696,1990,993,False
tgs3,,0.4635,0.5043843211869619,926,384,False
ffh,,0.9795,0.5043795959679418,1968,988,False
yoeB,,0.9975,0.5043640770662474,1981,994,False
atpG,,0.9785,0.5043475935223788,1972,993,False
espH,,0.998,0.504336623602845,1992,996,False
clpP1,,0.9985,0.5043302598558729,1993,997,False
alaS,,0.982,0.5043199224051121,1971,989,False
mtb12,,0.9955,0.504269574824477,1982,995,False
pgeF,,0.9845,0.5042322466946042,1985,992,False
mltG,,0.9905,0.5042295769809592,1978,986,False
hyuB,,0.9905,0.5042290268790875,1978,989,False
nadR3,,0.991,0.5042270641968526,1983,993,False
lysA,,0.9775,0.5042084771863591,1966,988,False
cutS,,0.9955,0.5041928234135501,1990,995,False
iscS,,0.991,0.5041910767395497,1979,992,False
cyp140,,0.9925,0.5041544815451413,1982,988,False
hspX,,0.9965,0.5041362106675819,1976,991,False
coaA,,0.993,0.5041337835286187,1985,994,False
mntH,,0.989,0.5040812203665139,1980,989,False
cofC,,0.9965,0.5040733972894778,1985,995,False
pstB,,0.979,0.5040521711252365,1973,986,False
rsdA,,0.9975,0.5040491504174014,1981,995,False
sigD,,0.9985,0.504039936524729,1983,995,False
csoR,,0.987,0.5040378589491661,1979,988,False
pQQ,,0.9975,0.504021135988611,1989,997,False
pPE51,,0.997,0.5040079755072657,1989,993,False
cutB,,0.989,0.5039827934344873,1980,993,False
nei2,,0.9975,0.5039777624330277,1992,997,False
lppI,,0.9985,0.5039751694752695,1980,994,False
thrB,,0.9835,0.5039305957697404,1978,994,False
vapB32,,0.9975,0.5039185879144467,1990,995,False
lppJ,,0.9955,0.5038996269922008,1976,993,False
gatC,,0.9825,0.5038701930917512,1981,992,False
lmbE,,0.993,0.503867811176279,1982,992,False
pimC,,0.3745,0.5038634127612603,740,261,False
norV,,0.9915,0.503832374434426,1983,991,False
ureF,,0.992,0.5037840105962408,1989,995,False
galU,,0.983,0.5037799628707045,1977,991,False
qcrC,,0.997,0.5037751826742186,1986,995,False
ctaE,,0.9965,0.5037412275364083,1986,996,False
vapC29,,0.9975,0.5037409118026095,1994,997,False
purM,,0.9855,0.5037355528341031,1974,991,False
espG5,,0.999,0.5037351236505433,1986,995,False
glmU,,0.9795,0.5037203669346526,1970,990,False
hmp,,0.9965,0.5036652147360843,1989,996,False
patA,,0.9965,0.5036269068208317,1988,996,False
kstR,,0.9985,0.5036118369058563,1992,996,False
fhaB,,0.999,0.5036087177194233,1993,997,False
dnaG,,0.989,0.5035811855893174,1982,993,False
dapF,,0.9875,0.5035506479767257,1983,995,False
dapB,,0.981,0.5035378861053454,1973,988,False
dnaE2,,0.9905,0.503535790052644,1967,988,False
pE_PGRS20,,0.1525,0.5035283804514574,304,135,False
brkB,,0.989,0.5035209967697277,1975,990,False
atpA,,0.9805,0.5035205831684737,1978,993,False
cdsA,,0.993,0.5034779819177426,1985,994,False
rpsD,,0.963,0.5034535918626828,1943,975,False
aac(2')-Ic,,0.9965,0.5034398156004298,1990,994,False
dgt,,0.9915,0.5034396488259067,1982,993,False
murI,,0.9885,0.5034361744331534,1983,993,False
purS,,0.987,0.5034297503779057,1979,995,False
vapC42,,0.99,0.5034238014645921,1976,982,False
rplP,,0.979,0.5034186311000827,1967,992,False
ethR,,0.994,0.503407197482163,1983,989,False
pdxH,,0.9915,0.5033981349770823,1987,999,False
cobC,,0.9955,0.5033867968457235,1990,997,False
rpsN,,0.98,0.503383429228051,1971,988,False
mutA,,0.9975,0.5033794817825519,1992,996,False
tsaB,,0.9725,0.5033686912338597,1954,979,False
aroB,,0.9815,0.5033508934857023,1970,991,False
nuoL,,0.9865,0.503344131826646,1980,995,False
prrA,,0.998,0.5033249229382459,1994,998,False
ephG,,0.9975,0.5033139420612294,1987,994,False
fbiC,,0.9975,0.5032937634146092,1983,993,False
ttfA,,0.9875,0.5032732769219047,1971,989,False
tsaE,,0.982,0.5032618797137767,1978,991,False
lpqS,,0.997,0.5032297721749264,1985,994,False
ppsD,,0.9905,0.5032078638461617,1977,987,False
pks16,,0.9985,0.5031656930753317,1986,996,False
aspC,,0.9865,0.5031649329803424,1959,979,False
mcr,,0.993,0.5031621199276879,1979,994,False
vapC44,,0.996,0.5031482943263565,1983,992,False
mosR,,0.998,0.5031312303533643,1981,993,False
ftsZ,,0.98,0.5031043498687584,1979,990,False
nuoB,,0.99,0.5030643550083449,1985,997,False
malQ,,0.986,0.503030303030303,1968,990,False
hadB,,0.9985,0.5030029999879518,1996,998,False
adhA,,0.996,0.5029746723567587,1990,995,False
pitA,,0.9875,0.502950582346398,1978,992,False
rapZ,,0.982,0.5029470785863525,1968,987,False
espG1,,0.9985,0.5029274570700052,1993,996,False
rpfC,,0.998,0.5029199042911867,1993,996,False
menA,,0.9935,0.5029193345761064,1987,995,False
deoC,,0.9845,0.5029170930898444,1976,989,False
ppiA,,0.9985,0.5029142675118143,1992,996,False
pPE2,,0.623,0.5028897990482186,1246,669,False
fgd2,,0.994,0.502864619742625,1987,993,False
pcp,,0.9905,0.5028490521657583,1982,991,False
cyp130,,0.9855,0.502842094041642,1966,993,False
sugB,,0.9975,0.5028335844210995,1989,995,False
end,,0.8725,0.5028188600653801,1742,872,False
mpg,,0.995,0.5028177139473804,1988,995,False
vapC19,,0.9985,0.5028164868308576,1992,996,False
aftC,,0.993,0.5028053380834635,1963,982,False
ssuE,,0.988,0.5027952076300921,1976,991,False
mbtK,,0.9965,0.5027943580773918,1981,993,False
ppk2,,0.9915,0.5027871210893174,1987,995,False
pgsA2,,0.9985,0.5027688801530391,1989,996,False
clpB,,0.9835,0.5027646858553914,1975,988,False
eccE3,,0.9975,0.5027516369727425,1985,995,False
chsH3,,0.996,0.5027493965294751,1988,995,False
recG,,0.9795,0.5027441053223121,1966,989,False
thiE,,0.9815,0.5027343660973825,1965,983,False
folE,,0.988,0.5027343026816103,1983,994,False
gabD1,,0.9865,0.5027314037442222,1973,994,False
kasB,,0.998,0.5027010159710487,1987,996,False
ettA,,0.9795,0.5026893321948822,1966,991,False
rplE,,0.98,0.5026734271044854,1969,993,False
echA19,,0.9405,0.5026629354451622,1875,961,False
tatC,,0.981,0.5026516919247742,1977,993,False
ppa,,0.989,0.5026487768793205,1980,995,False
nhaP,,0.9915,0.5026464114211286,1978,991,False
bssS,,0.1275,0.5026418786692759,251,105,False
catC1,,0.9965,0.5026234144058918,1983,993,False
lprC,,0.9975,0.5026130758842489,1990,997,False
ybbJ,,0.9935,0.5026064560927624,1985,994,False
mbcT,,0.9965,0.50260511501771,1983,994,False
holB,,0.9885,0.5025848993785144,1973,992,False
tehA,,0.995,0.5025731636713526,1981,992,False
pE35,,0.998,0.5025674989113078,1992,996,False
efp,,0.9805,0.5025642128901128,1976,992,False
tpiA,,0.982,0.5025612174645746,1973,990,False
yloV,,0.533,0.5025497241579558,1063,615,False
nrdI,,0.9875,0.5025288453642112,1974,990,False
parD,,0.9945,0.5025079759854038,1981,995,False
mpt64,,0.995,0.5024784095732523,1980,996,False
dciA,,0.993,0.5024399925282526,1985,996,False
pemK,,0.9905,0.5024295889962338,1977,992,False
vapB1,,0.9965,0.5024229910883724,1988,995,False
yeaO,,0.994,0.5024199700936861,1983,993,False
atpF,,0.9815,0.5024076403275131,1973,992,False
hisE,,0.9885,0.5024066064750661,1977,994,False
fadD13,,0.995,0.5024017771219932,1984,993,False
vapC27,,0.9975,0.502393338490899,1994,997,False
gabP,,0.9945,0.5023545240497814,1984,993,False
aceF,,0.989,0.5023299799615589,1978,990,False
cysK,,0.9765,0.5023203736705651,1962,985,False
amiB2,,0.991,0.5023144405122779,1977,991,False
scoA,,0.9965,0.5023134547964985,1982,991,False
rfaB,,0.9725,0.5022735131761501,1948,986,False
cbs,,0.99,0.5022729289315069,1969,987,False
gabD2,,0.989,0.502238508129972,1967,994,False
mraY,,0.982,0.5022344863895292,1980,993,False
rplQ,,0.979,0.5022279843100279,1967,989,False
pPE41,,0.983,0.5022273106395474,1960,973,False
rfbA,,0.99,0.5022227298106695,1985,995,False
ycjR,,0.9825,0.5022145758791015,1962,991,False
vapC43,,0.9985,0.5022112619662942,1989,996,False
glgE,,0.998,0.502178379972942,1983,993,False
rpsG,,0.9795,0.5021525698499612,1967,991,False
glbO,,0.998,0.5021209356713356,1992,997,False
eccA5,,0.998,0.5021172424936209,1984,993,False
vapC20,,0.997,0.5021106538729867,1989,994,False
mmpS1,,0.8465,0.5021042462934184,1691,870,False
mtnP,,0.994,0.5020954100973615,1990,997,False
uppP,,0.987,0.5020549112276309,1980,993,False
mmaA3,,0.9975,0.502031697502145,1993,997,False
scpB,,0.9815,0.5020201770843619,1972,988,False
glgC,,0.987,0.5019946385755922,1975,994,False
degV,,0.978,0.5019446953728797,1956,984,False
cysH,,0.9915,0.5019429428753304,1977,991,False
holA,,0.985,0.5019418759600028,1983,993,False
phaC,,0.983,0.5019298745194659,1969,987,False
steA,,0.997,0.5018480996308845,1991,997,False
lprI,,0.9895,0.501842064655505,1985,997,False
parE2,,0.997,0.5018325432832177,1983,995,False
parD2,,0.9975,0.5018159554089965,1984,995,False
lprH,,0.999,0.5018156880279392,1993,997,False
mazE2,,0.9945,0.5018112763616265,1986,995,False
mbcA,,0.997,0.5018021709212572,1986,997,False
ureG,,0.9895,0.5017732586498439,1984,992,False
fadD3,,0.9965,0.5017522218739574,1989,995,False
log,,0.998,0.5017413403614458,1988,996,False
darG,,0.998,0.5017315528073153,1991,997,False
tagG,,0.994,0.5017261413325994,1981,991,False
thyX,,0.9965,0.501716209078116,1992,998,False
vapC33,,0.996,0.5017129035693098,1986,995,False
bfrA,,0.9925,0.5017121875372298,1982,993,False
yiiM,,0.991,0.5017085148215829,1980,993,False
higB,,0.9955,0.5016996609851613,1981,994,False
ylxP,,0.998,0.5016956836130231,1986,997,False
argJ,,0.9825,0.5016488498004886,1976,991,False
cobU,,0.986,0.5016384004754251,1969,986,False
clpA,,0.983,0.5016382865347174,1970,987,False
fadE26,,0.9945,0.5016369488014205,1973,992,False
sRAP,,0.996,0.5016331691250815,1991,997,False
lepB,,0.9835,0.5016271566118973,1973,990,False
rplU,,0.981,0.5016160586496978,1971,990,False
cfp6,,0.9975,0.5016144552549984,1982,995,False
ctaB,,0.996,0.501613689672694,1974,989,False
recA,,0.9805,0.5015704314720812,1977,992,False
nusG,,0.976,0.5015633401915456,1963,986,False
acoA,,0.992,0.5015452516130348,1981,995,False
lcp1,,0.9965,0.5015448729591734,1991,995,False
ruvC,,0.988,0.5015344779929434,1984,996,False
mhuD,,0.999,0.5015248173670811,1985,997,False
mpt83,,0.998,0.5015206951170758,1988,995,False
yvlD,,0.9925,0.5015171880091235,1982,992,False
vapB37,,0.9975,0.5015110764659788,1980,992,False
iscU,,0.988,0.5014891983479826,1982,994,False
aofH,,0.8985,0.5014802878129216,1793,953,False
rpe,,0.9835,0.5014438893127579,1975,991,False
atpE,,0.98,0.5014398623141267,1976,991,False
mazE,,0.7165,0.5014358540329882,1429,764,False
prs,,0.982,0.5014293069437954,1967,988,False
vapC22,,0.9895,0.5014256619144603,1967,982,False
ipdB,,0.998,0.5014198359703876,1992,996,False
bcpB,,0.9975,0.5014071389217956,1991,997,False
fadA6,,0.9985,0.5014038098230434,1993,997,False
smtB,,0.9975,0.5014023606404113,1984,995,False
murC,,0.9815,0.5013862024500322,1977,987,False
glnB,,0.997,0.5013826648271418,1993,998,False
ftsQ,,0.9875,0.5013750180923433,1981,994,False
cysA,,0.9845,0.5013692250372579,1966,990,False
vapB22,,0.997,0.501353780045109,1982,995,False
chsH2,,0.9965,0.5013493045697391,1989,996,False
lppO,,0.996,0.5013429176418144,1987,997,False
coaX,,0.991,0.5013397115475153,1977,996,False
sigK,,0.9925,0.5013295498799248,1986,994,False
vapC47,,0.997,0.5013274372400732,1980,994,False
usfY,,0.996,0.501307743536962,1991,996,False
ptbB,,0.998,0.5012999947738903,1995,996,False
cysS,,0.9805,0.5012856186819767,1965,986,False
rplL,,0.9795,0.5012835060463278,1971,992,False
mazE5,,0.993,0.5012312648700692,1972,991,False
ctaC,,0.9985,0.5012266809172172,1988,996,False
paaX,,0.9955,0.5012242795450055,1992,998,False
rpsQ,,0.978,0.501214754003249,1965,992,False
hisN,,0.9945,0.5012133100108187,1989,995,False
vapC17,,0.991,0.5012103198921435,1979,995,False
relG,,0.998,0.5012099810532453,1988,996,False
lppU,,0.9975,0.5012085553395116,1990,995,False
nmtR,,0.997,0.5012069410496592,1988,995,False
enc,,0.9975,0.5011975998828012,1976,993,False
lmeA,,0.994,0.5011686958384132,1971,992,False
prrB,,0.9975,0.5011611138636793,1993,997,False
cofD,,0.9925,0.5011530206394255,1983,990,False
parE1,,0.997,0.501111726478703,1984,995,False
mmpS5,,0.9975,0.5011057268190112,1993,997,False
mrx1,,0.998,0.5011027057074839,1993,997,False
vapB29,,0.998,0.5011009983859394,1995,997,False
pbpA,,0.998,0.5010978587717705,1991,996,False
fadE27,,0.9935,0.5010847427610025,1971,989,False
whiB7,,0.9365,0.5010770372908457,1873,975,False
rbfA,,0.9835,0.5010683302386483,1979,993,False
ftsW,,0.97,0.5010245944663501,1952,978,False
sRPBCC,,0.997,0.5010176933769386,1987,996,False
cysO,,0.9845,0.5010121679738762,1956,989,False
ppnK,,0.9885,0.5010095929219102,1978,991,False
sufE,,0.992,0.5010085644647941,1990,997,False
lpqN,,0.997,0.5009969607314406,1992,995,False
gmk,,0.98,0.5009617560534058,1972,990,False
lolE,,0.376,0.5009409600324062,753,529,False
prfA,,0.9805,0.5009408366208721,1974,993,False
rseA,,0.993,0.5009339060748608,1984,997,False
ftsB,,0.9875,0.5009291699961071,1976,990,False
vapC32,,0.9975,0.5009252300954321,1990,996,False
ynfA,,0.99,0.5009219151222793,1975,991,False
rpmE,,0.9855,0.5009130759834461,1979,991,False
truA,,0.9825,0.5009116602265922,1975,991,False
glbN,,0.9985,0.5009110497826144,1995,997,False
cof,,0.9875,0.5009055732654591,1971,987,False
vapC26,,0.9975,0.5009002912351512,1993,996,False
higA3,,0.962,0.5008957870338218,1920,968,False
mshB,,0.9985,0.5008304197578992,1985,996,False
vapB2,,0.9885,0.5008259957208689,1972,992,False
cuvA,,0.997,0.5008205008948161,1989,994,False
ldtMt3,,0.998,0.5008148170571733,1991,995,False
espR,,0.998,0.5008042219127767,1991,996,False
dprA,,0.9795,0.5008008856125075,1970,992,False
leuC,,0.9845,0.5007432945344129,1980,992,False
pyrR,,0.9855,0.5007407059044842,1978,989,False
vapB24,,0.9905,0.5007150297937575,1981,994,False
yggT,,0.9865,0.5007128046945839,1977,991,False
vapB5,,0.998,0.500705020874246,1995,997,False
dut,,0.987,0.5007037218613393,1979,995,False
ag85B,,0.9975,0.5007005942450468,1992,995,False
mftF,,0.9985,0.5006964782121918,1995,998,False
gcvT,,0.9835,0.5006705211023226,1982,994,False
mazE4,,0.9985,0.5006403362545007,1994,997,False
ctpC,,0.998,0.5006373188143355,1994,998,False
ybdK,,0.9915,0.5006366455840271,1984,992,False
ydbS,,0.994,0.5006252087423324,1982,994,False
pPE37,,0.404,0.5006219750938061,802,284,False
canA,,0.994,0.500609830529164,1983,995,False
smpB,,0.9795,0.5006056543479309,1974,991,False
dfrA,,0.9945,0.500603319014427,1987,992,False
lppT,,0.968,0.5005854958471769,1928,977,False
kshA,,0.999,0.5005675317409515,1992,997,False
rpoZ,,0.9795,0.5005663844879709,1970,991,False
fprB,,0.9905,0.500566334117724,1979,987,False
argD,,0.987,0.5005616779529415,1980,991,False
ftsY,,0.9805,0.5005598049790917,1977,991,False
dapA,,0.9815,0.5005485477728651,1965,988,False
tsaD,,0.9835,0.5005437433368531,1982,991,False
ilvC,,0.977,0.5005318054641211,1972,992,False
sigB,,0.9945,0.5005223485850305,1983,995,False
fer,,0.994,0.5005163007917294,1978,992,False
vapB28,,0.998,0.500512559723258,1995,997,False
pdtaR,,0.9925,0.5005050515346228,1981,992,False
ribBA,,0.99,0.5005035298259548,1977,994,False
hspR,,0.974,0.5004915381782666,1936,981,False
mcrA,,0.993,0.5004893468283639,1987,997,False
pyk,,0.982,0.5004772167646352,1970,989,False
cdh,,0.9845,0.5004412875016593,1964,992,False
ruvB,,0.9815,0.5004255738068037,1975,989,False
trmB,,0.981,0.5004156147065575,1967,989,False
rpsS,,0.978,0.5004107888804165,1965,992,False
rsmD,,0.982,0.5004105115621429,1973,989,False
htm,,0.9955,0.5004034263943993,1989,993,False
vapC7,,0.996,0.5004034263943993,1989,996,False
dR0291,,0.997,0.5004000831605049,1986,995,False
alpha-E,,0.9965,0.5003998875663782,1989,996,False
mazG,,0.981,0.5003973747628571,1975,990,False
relF,,0.998,0.5003501910869284,1988,996,False
pgm,,0.9915,0.5003338277428584,1987,996,False
wag31,,0.998,0.5003253661765363,1985,996,False
clpS,,0.987,0.5003239495108107,1980,993,False
proZ,,0.991,0.5003170651750775,1976,986,False
wbbL2,,0.875,0.5003161920505906,1748,915,False
wbbL,,0.9985,0.5003125609292809,1995,997,False
add,,0.993,0.5003121656274682,1985,991,False
ilvN,,0.9855,0.5003117307941444,1988,996,False
dyp,,0.9975,0.5003114374374436,1976,993,False
echA20,,0.998,0.5003069506943436,1992,996,False
rsbW,,0.9895,0.5003050737125431,1980,993,False
relB,,0.996,0.5002687159930043,1988,996,False
thiG,,0.988,0.5002527816170685,1981,993,False
tatA,,0.984,0.5002227621895573,1974,993,False
tauD,,0.9935,0.5002203239938453,1978,993,False
atl1,,0.998,0.5002139958308578,1993,998,False
mazF9,,0.9975,0.5002073621117636,1991,995,False
pE13,,0.9985,0.500203542967362,1985,995,False
desA2,,0.9985,0.5002031219285998,1992,997,False
drrA,,0.9905,0.5002012064255984,1984,992,False
rplY,,0.9905,0.5002001724562701,1974,990,False
lexA,,0.983,0.5001801565051897,1974,991,False
ppro0129,,0.996,0.5001305423809115,1992,997,False
iniB,,0.957,0.5001268838652482,1900,960,False
esxA,,0.789,0.5001174185179387,1583,769,False
mce2R,,0.9965,0.5001059516577903,1991,994,False
sigL,,0.9985,0.5001039333212247,1991,996,False
vapB13,,0.9975,0.5000995931342413,1989,997,False
vapB20,,0.9985,0.5000992927533426,1992,996,False
hycG,,0.993,0.5000969289837047,1980,989,False
pcnB,,0.9945,0.5000883816957973,1990,996,False
metB,,0.9925,0.5000861427138648,1975,993,False
sufR,,0.982,0.5000755664880866,1959,979,False
icd,,0.9815,0.5000751072739065,1965,987,False
viuB,,0.9955,0.5000441158573689,1986,996,False
pyrE,,0.9835,0.5000328156661991,1975,991,False
acr2,,0.9975,0.5000090451715868,1995,997,False
higB3,,0.9975,0.5000075679602833,1991,996,False
qdoI,,0.993,0.5000066521615433,1977,991,False
aroQ,,0.986,0.5000030609902303,1980,995,False
regX,,0.999,0.5000025430642501,1983,994,False
mihF,,0.9965,0.4999994918983187,1984,995,False
groES,,0.979,0.49998196248196247,1970,990,False
mec,,0.9845,0.49997751949007935,1956,988,False
abiEi,,0.991,0.4999523452359739,1965,988,False
aosR,,0.998,0.4999506647542902,1983,993,False
fetB,,0.993,0.4999253658860756,1978,993,False
rpmC,,0.979,0.49992245898080095,1967,990,False
espD,,0.999,0.4999159938491107,1976,993,False
sirA,,0.9935,0.49991311531883625,1984,993,False
pptT,,0.997,0.4999116183042027,1990,994,False
fabG1,,0.997,0.4999080407555332,1995,998,False
rpsC,,0.9735,0.4999074674306267,1956,986,False
rsrA,,0.9975,0.49990533850547625,1993,997,False
arfB,,0.9915,0.4999019239091309,1989,996,False
vapB10,,0.996,0.49990020667855406,1987,992,False
tB22.2,,0.997,0.4998998008161679,1988,996,False
nuoK,,0.989,0.4998984798370805,1985,998,False
lsr2,,0.9975,0.4998973627302733,1984,996,False
yraQ,,0.9465,0.4998605356104676,1890,963,False
yHI9,,0.9945,0.4998404832186307,1981,992,False
vapB17,,0.619,0.4998300752724413,1234,460,False
thrS,,0.9815,0.4998225888491451,1975,992,False
elaA,,0.9935,0.4998182807531908,1985,997,False
ipdC,,0.996,0.49981377196782306,1988,994,False
panD,,0.99,0.4998124534956019,1981,991,False
baiE,,0.996,0.499811112299084,1982,995,False
tyrS,,0.981,0.4997835517914181,1970,989,False
ppiB,,0.9895,0.49977733514703976,1988,992,False
cysM,,0.9635,0.4997544273702648,1919,978,False
rfe,,0.9925,0.4997317960416795,1973,993,False
coaE,,0.9835,0.49972089314194573,1978,990,False
gabT,,0.99,0.4997157464295721,1985,997,False
lprG,,0.9985,0.4997157301048875,1992,997,False
yqgV,,0.9935,0.49969910095011155,1987,993,False
gAF,,0.941,0.4996630174478276,1873,948,False
lipB,,0.9875,0.4996574939805845,1978,995,False
cobO,,0.994,0.49965723784256,1989,997,False
dcd,,0.9905,0.4996374985362476,1982,995,False
mfpA,,0.9965,0.4996297582449009,1979,994,False
rnhB,,0.989,0.4996281282557986,1976,989,False
ribH,,0.9925,0.4996261481506997,1987,998,False
lppK,,0.999,0.49962070234971856,1986,997,False
grpE,,0.98,0.4996102751447182,1971,989,False
pE25,,0.999,0.4996083728572652,1992,997,False
metXA,,0.991,0.4996051230093783,1962,987,False
fdx,,0.9915,0.4996025911668107,1980,991,False
pimA,,0.997,0.49960110985022255,1994,998,False
gpmA,,0.986,0.4995978173103133,1972,987,False
vapB12,,0.991,0.49959758551307853,1979,994,False
nirD,,0.9875,0.4995971802618328,1978,993,False
yqfA,,0.991,0.4995965715733096,1979,991,False
relJ,,0.995,0.4995940140823492,1979,993,False
prpC,,0.94,0.49959141981613897,1879,979,False
rpsJ,,0.98,0.4995881750820542,1965,992,False
rpsH,,0.9785,0.4995420321353722,1966,991,False
ispG,,0.987,0.4995385620172649,1986,994,False
mku,,0.9975,0.4995357549269393,1993,998,False
folB,,0.982,0.4995331963077534,1967,991,False
mpt63,,0.998,0.49953127558539384,1977,992,False
orn,,0.9935,0.4995184120658185,1980,993,False
rsuA,,0.9895,0.49951592434910763,1977,992,False
blaC,,0.997,0.49951537026937043,1979,993,False
yeaQ,,0.9935,0.4995132351267418,1984,996,False
purC,,0.984,0.49951238271035225,1975,990,False
trpS,,0.982,0.49951022319973937,1982,992,False
mftB,,0.998,0.49950503416471503,1994,998,False
mbtH,,0.994,0.4995010441489551,1984,995,False
gpgS,,0.998,0.4995010232309833,1989,997,False
rplM,,0.9775,0.49949134199134193,1970,990,False
proP,,0.9405,0.4994857810496665,1876,909,False
pE15,,0.99,0.49944811111911946,1971,985,False
merT,,0.99,0.4994273813057139,1977,995,False
proA,,0.989,0.49942025598162704,1984,995,False
ecfT,,0.9835,0.49941286188776524,1968,984,False
mpt53,,0.9985,0.49941255454850625,1989,996,False
vapB14,,0.997,0.4994121263547261,1984,995,False
tagH,,0.9915,0.49940975350449285,1980,989,False
lprJ,,0.992,0.499406089649312,1979,992,False
tcrX,,0.9935,0.4994047424899703,1981,992,False
corA,,0.983,0.4994039212620617,1972,989,False
vapB30,,0.9965,0.4993981945837513,1992,995,False
carD,,0.9945,0.4993979943920551,1990,996,False
aroK,,0.9875,0.49939620669685975,1972,989,False
rubB,,0.995,0.4993957703927492,1988,993,False
phnB,,0.99,0.4993955702331081,1981,990,False
vapC15,,0.9985,0.49939455095862767,1986,995,False
esxT,,0.998,0.4993933265925176,1984,995,False
ppnN,,0.986,0.4993491093156217,1970,989,False
rplD,,0.979,0.49934491379023954,1963,992,False
kstR2,,0.996,0.49933972772589125,1992,997,False
panC,,0.9795,0.49933663669630585,1966,984,False
vapB35,,0.998,0.49931410809737425,1987,996,False
paaD,,0.9895,0.4993122176539262,1985,995,False
mmaA1,,0.998,0.49930483526809116,1994,997,False
vapB4,,0.997,0.49930111620000567,1993,996,False
pilT,,0.986,0.4992926131098252,1971,991,False
betP,,0.877,0.49929161747343564,1752,847,False
vapB41,,0.9985,0.4992822689173047,1992,997,False
sigE,,0.9935,0.4992477539211208,1985,995,False
mnmA,,0.981,0.49924138860344525,1972,991,False
clpX,,0.9805,0.4992390846409157,1973,990,False
etfA,,0.9945,0.4992358220603538,1984,992,False
guaB3,,0.9895,0.4992261582297064,1967,988,False
hsaG,,0.8025,0.49921259842519694,1602,840,False
atpD,,0.9805,0.4992080956595857,1976,992,False
sapB,,0.9915,0.4992026573303224,1975,994,False
yigB,,0.985,0.49919962628464654,1963,988,False
higA2,,0.9885,0.4991981561242717,1958,984,False
vapB31,,0.978,0.49919745634289137,1947,983,False
whiB1,,0.998,0.4991973913708999,1993,997,False
malE,,0.9935,0.49919283140704684,1983,994,False
vapB7,,0.9905,0.4991907954128374,1978,989,False
fdxE,,0.995,0.4991898383163405,1975,994,False
iscA,,0.991,0.4991855830878531,1981,995,False
cspC,,0.9825,0.4991835626002473,1968,989,False
resB,,0.98,0.4991502940285568,1957,987,False
hbhA,,0.998,0.4991456782407524,1992,997,False
nuoC,,0.994,0.4991338523821837,1990,998,False
vapC51,,0.919,0.4991290302334862,1838,929,False
dxr,,0.99,0.4991272912392767,1990,997,False
miaE,,0.9985,0.49910564190062673,1994,997,False
istA,,0.8925,0.4990981622522638,1780,941,False
mbtN,,0.995,0.4990977451296129,1978,993,False
mmpS4,,0.997,0.4990973946035398,1991,995,False
pgk,,0.983,0.49909339335505215,1971,988,False
pyrF,,0.957,0.499080548898229,1922,973,False
lpqE,,0.9985,0.49907158755503944,1992,996,False
cfp21,,0.947,0.49906252887343455,1885,914,False
cysA1,,0.9885,0.4990465753774106,1940,979,False
serC,,0.9895,0.4990290018993149,1984,997,False
lppX,,0.9975,0.49900708361082524,1991,995,False
desA1,,0.997,0.4990062342713338,1979,992,False
fcoT,,0.9985,0.49899850052572414,1991,993,False
mftA,,0.999,0.49899749297943885,1996,999,False
vapB9,,0.997,0.4989954773778075,1991,997,False
acpM,,0.9985,0.49899496673673904,1988,997,False
vapB42,,0.995,0.49899447085740245,1986,992,False
ricR,,0.9935,0.49899295065458216,1987,994,False
vapB44,,0.9985,0.49899295065458216,1988,995,False
